ID,BAL_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,BILLED_AMT1,BILLED_AMT2,BILLED_AMT3,BILLED_AMT4,BILLED_AMT5,BILLED_AMT6,PAID_AMT1,PAID_AMT2,PAID_AMT3,PAID_AMT4,PAID_AMT5,PAID_AMT6,PAST_1,PAST_2,PAST_3,PAST_4,PAST_5,PAST_6,PAID_NEXT_MONTH
1420,4000,2,3,2,24,3088,4025.2,3708.8,-3503.2,3595.6,3680.8,1000,400,0,12000,200,381.2,2,0,0,0,-1,0,0
1421,152000,1,1,2,33,66824.4,63561.2,110022.8,62539.2,61511.2,55670.8,2400,2404,2083.6,2000,2000,1600,0,0,0,0,0,0,1
1422,20000,1,3,1,51,19732.4,18571.6,18978.4,15806.4,7057.2,12892,800,1212,1600,800,1120,1174.4,0,0,0,0,0,0,0
1423,8000,2,1,2,25,7139.6,6142.4,6858.4,6527.6,6274.8,6779.2,800,832,800,240,600,400,0,0,0,0,0,0,1
1424,56000,2,2,2,33,49886.4,50818.8,51391.6,51947.6,53016,54080.4,2320,2000,2000,1960,2000,2000,3,3,2,2,2,2,0
1425,4000,2,2,2,24,909.6,1318.8,1892,2259.6,2921.6,3300.8,426.8,600,400,700.4,429.2,816.4,0,0,0,0,0,0,0
1426,60000,2,1,2,32,5006.4,2227.2,2442.4,1742.8,0,0,2227.2,2442.4,1742.8,0,0,0,-2,-2,-2,-2,-2,-2,1
1427,20000,1,3,1,43,10779.2,6508.8,400,0,0,0,2006.8,441.2,0,0,0,0,-2,-2,-2,-2,-2,-2,1
1428,108000,2,2,2,28,33675.2,33067.2,29960.4,29114,28734.4,22093.6,2000,1280,1200,2000,2093.6,1200,0,0,0,0,0,0,1
1429,88000,2,2,2,32,2250.8,2156.4,2576.8,2983.2,3270.8,44726.4,0,520,512.4,400,41544,1738.4,1,2,0,0,0,0,0
1430,32000,2,2,2,27,32401.2,34357.6,34824.4,35603.2,37409.2,32115.2,3285.2,1396.4,1403.2,7809.2,1315.2,628,0,0,0,0,0,0,0
1431,12000,2,3,3,50,7354,8168.8,7562,9926.8,11688,6904,1600,0,4000,2000,680,0,0,0,2,0,0,0,1
1432,56000,1,2,1,43,29303.6,30025.2,29322,31381.6,31828.4,31270.4,1440,0,2800,1200,0,3200,2,2,2,2,2,2,0
1433,8000,1,3,1,47,4229.6,5238.8,5038,5262.8,5121.2,5540.4,1204,0,428,0,504,0,0,0,2,2,2,2,0
1434,68000,2,2,1,41,9148,8261.2,8630.8,8133.6,7664.4,7445.2,800,674,492.4,243.2,260,218.8,0,0,0,0,0,0,1
1435,80000,2,3,1,45,47772.8,46405.6,47830.4,49420.4,51794.4,53304.8,0,2000,2000,2800,2000,2000,1,2,0,0,0,0,0
1436,12000,1,2,2,35,11579.6,12127.6,11760,12000,0,0,893.2,400,240,0,0,0,0,0,0,0,0,-2,1
1437,24000,2,2,2,24,24623.2,23986.8,23877.2,15874.4,12030.8,12304.4,4,1446.4,120.4,1000.4,520,0,3,2,2,2,2,2,0
1438,36000,2,1,2,34,12890.4,13302,12970.4,13105.2,13440.8,13677.2,735.6,0,470.4,546.8,520,1734.8,1,2,2,0,0,0,0
1439,20000,1,1,2,37,15774.8,15410,16323.6,13208.4,14191.6,14495.2,0,1200,800,1200,600,800,3,2,0,0,0,0,1
1440,36000,2,1,2,31,31625.2,25654,18671.2,34062.4,17307.6,17672.4,1474.8,798.8,798,674.4,699.6,736,0,0,0,0,0,0,1
1441,64000,2,3,2,26,61388,60594.4,61351.2,37588.4,38634.8,38649.2,4000,1840,1920,2000,1200,400,0,0,0,0,0,0,1
1442,92000,2,1,2,30,18162,16652,15576,14860,14522.4,13425.2,1000,1205.2,1600,2002.4,1200,1200,0,0,0,0,0,0,1
1443,20000,1,2,1,42,12084.4,19355.6,20892,7554.8,7077.2,7229.6,8476,2057.6,236.4,230.8,243.6,202,0,0,0,0,0,0,1
1444,20000,2,1,2,28,18827.2,18404,19733.2,19883.2,18044.8,16825.2,0,1628,620.4,0,611.2,1309.2,2,2,2,2,2,0,0
1445,60000,1,1,1,44,1086.4,0,442.4,529.2,839.2,0,0,442.4,529.2,839.2,0,0,-1,-1,-1,-1,-1,-1,1
1446,48000,2,3,1,52,48407.2,49260,0,0,0,0,2220,0,0,0,0,0,0,0,0,-2,-2,-2,1
1447,32000,2,3,1,34,23236.4,23298.8,23798,23532.8,23070.8,23226.4,1080,1120,840,872.4,1000,920,0,0,0,0,0,0,1
1448,100000,2,1,1,47,85600,36004,31554.4,31938,31729.2,31115.2,1275.2,1312.8,1079.2,1100.8,1137.2,1004.4,0,0,0,0,0,0,1
1449,72000,2,2,1,38,314.8,159.2,0,0,0,0,159.2,0,0,0,0,0,-1,-1,-1,-2,-2,-2,1
1450,56000,1,2,2,30,32906,34450.8,33642.8,32944.8,29600,24390.8,2298.8,0,0,0,1040,1120,1,3,4,3,2,0,0
1451,136000,1,1,2,40,3621.6,747.2,454,0,0,0,747.2,457.6,0,0,0,0,-1,-1,-2,-2,-2,-2,1
1452,8000,1,2,2,26,660,660,660,660,660,660,0,0,0,0,0,0,2,2,4,4,4,4,0
1453,84000,2,1,2,34,0,36.8,1.6,0,18,9.2,36.8,0,0,18,9.2,0,1,-1,2,2,-1,-1,0
1454,140000,1,2,1,49,120621.2,115112,118056.4,116568.8,111717.6,110637.6,0,8520,4000,0,3800,3800,1,2,2,2,2,0,0
1455,72000,1,1,1,44,627.2,620,-7.2,-7.2,-7.2,-7.2,620,0,0,0,0,0,-1,-1,-1,-2,-2,-2,1
1456,64000,2,3,1,51,296.4,2535.6,1333.6,1234.4,2783.6,2161.6,2535.6,1335.2,1236,2788.4,2164,726.4,-2,-2,-1,-1,-1,-2,1
1457,200000,1,1,1,41,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,1
1458,16000,2,2,1,41,200,0,7433.2,7741.2,7776,8111.6,0,7433.2,584,218.8,400,200,-1,-1,-1,0,0,0,1
1459,60000,2,3,1,47,56566,57836.8,59054,51802.8,52887.6,53947.6,2182.8,2264.4,1854.4,1920,1940,2000,0,0,0,0,0,0,0
1460,4000,1,1,2,24,2753.2,3643.2,3525.2,4026.4,4006.8,3882,1000,0,560,440,0,200,2,2,2,0,0,2,0
1461,200000,2,2,2,34,17784.8,15156,11410.8,10812,10981.6,12194.4,2800,2800,3200,4000,4800,1150.4,0,0,0,0,0,0,1
1462,104000,2,1,2,32,179.6,536,0,0,0,0,536,0,0,0,0,1300,-1,-1,-1,-2,-2,-2,1
1463,200000,1,2,1,60,1640.4,4430.4,1533.6,-301.6,2510.4,6748.4,4462,1609.6,301.6,2812,6820,2425.2,-1,-1,-1,-1,-1,-1,1
1464,120000,1,1,2,34,102119.6,102242.8,103357.6,104409.6,104268.8,105557.6,3642.4,4400,4403.6,4000,4000,4000,2,0,0,0,0,0,0
1465,144000,1,1,1,49,619.2,-12.8,71055.6,69758.8,1940.8,1650,0,71068.4,1403.2,1950.4,1675.2,4002.8,-1,-1,-1,0,-1,-1,1
1466,128000,2,5,1,48,7139.6,2059.6,6646,1165.6,278.4,296,2059.6,6661.6,1165.6,278.4,296,2599.2,-2,-2,-2,-2,-2,-2,1
1467,80000,2,1,2,34,58.4,-1.2,268,0,0,347.2,0,269.2,0,0,347.2,1.6,-1,-1,-1,-1,-2,-1,1
1468,144000,1,1,2,34,10.8,74,0,246.8,246.8,0,74,0,246.8,0,0,0,-1,-1,-1,-1,0,0,1
1469,68000,2,2,2,25,12876.8,13022,12916.8,12948.8,12480.8,12675.2,643.2,920.4,951.6,880.8,1075.2,844,-1,0,0,0,0,0,1
1470,32000,2,1,2,30,15865.2,16265.6,17096.8,17492,17888.4,18305.6,665.6,1096.8,800,688,705.6,704.8,0,0,0,0,0,0,1
1471,84000,1,2,1,39,34130.8,34105.2,19458,20330.4,20938.4,21527.6,1000,1200,1200,1000,1000,800,0,0,0,0,0,0,1
1472,88000,2,1,2,34,8532.8,11137.6,13304,3656.8,6274.8,3659.2,11426.8,13757.2,3681.2,6306,3677.6,4526.8,-2,-2,-2,-2,-2,-2,1
1473,12000,1,1,2,38,10740.4,10454.4,12156.4,5260,7401.6,2679.6,0,2133.6,15.6,7423.6,2728.4,10510,3,2,0,0,-1,-1,0
1474,20000,1,2,1,47,19774.4,19336.8,19656,19780.4,8368.4,8023.2,0,826,550.4,280.4,282,282.4,1,2,0,0,0,0,0
1475,120000,2,1,2,32,275.2,1312,0,1736,1068.8,320,1315.2,0,1736,1068.8,320,298.4,-1,-1,-1,-1,-1,-1,1
1476,64000,2,1,2,38,65558.8,46537.2,47420.8,47750.4,48815.6,48736.4,0,2270.8,1678.8,1803.6,1764.8,1691.2,1,2,0,0,0,0,1
1477,4000,2,2,2,25,3414.4,3446.8,3160.8,3666.4,3554,3674,446.8,520.8,626.4,0,171.6,72.8,0,0,0,0,2,0,1
1478,60000,2,1,2,29,376.8,246.4,116,130.4,296,6992.4,0,0,144.8,296,6992.4,400,-1,3,2,-1,-1,-1,0
1479,32000,2,2,1,26,29750.8,30454.8,31346.4,31360,32000,32000,1200,1382,784,800,0,0,0,0,0,0,0,0,1
1480,92000,2,1,1,55,4000,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,1
1481,140000,2,1,1,45,2534.8,1720,6491.6,22771.6,2832.8,1856,1720,6491.6,18000,43400.4,1856,255.2,-1,-1,-1,0,-1,-1,1
1482,68000,1,2,2,35,865.6,66,66,0,1936.4,38,66,66,0,1936.4,38,212.4,-1,-1,-1,-1,-1,-1,1
1483,40000,2,2,1,40,300,300,300,300,300,300,0,0,0,0,0,600,3,2,2,3,3,3,1
1484,144000,2,1,2,28,1096.4,-23.6,-23.6,4747.2,-0.8,180,0,0,4770.8,0,180.8,1527.2,-2,-2,-2,-2,-2,-2,1
1485,40000,1,3,2,37,9481.6,8709.6,8727.2,504.4,504.4,504.4,0,800,504.4,504.4,504.4,660.4,1,2,0,-1,-1,-1,0
1486,124000,1,1,1,42,-60,-60,-60,-60,-60,-60,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,1
1487,80000,2,1,1,34,5680.8,0,202,0,0,0,0,202,0,0,0,1980,-2,-2,-2,-2,-2,-2,1
1488,96000,1,2,1,51,1855.6,730,389.2,-44,-44,-44,735.2,390.4,44,0,0,0,-2,-2,-2,-2,-2,-2,1
1489,200000,2,1,1,37,2319.6,14475.6,9335.2,3158.4,3588,86122,14510.8,2444.8,4005.6,3607.2,86207.2,8007.2,-2,-1,0,-1,-1,-1,1
1490,8000,2,3,1,54,4508.4,5405.2,5199.6,5782.4,6525.2,6306.4,1097.2,0,674.4,835.6,0,0,0,0,2,0,0,3,1
1491,12000,1,2,3,52,4591.6,5192.4,5780,5961.2,6600,7486,800,800,277.2,800,1000,267.2,2,0,0,0,0,0,0
1492,116000,2,2,2,26,104990.4,72383.6,64802.8,57471.6,150199.6,89030,3200,2600,2440,94030,4018.8,3000,0,0,0,0,0,0,0
1493,68000,1,1,1,53,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,126.4,-1,-1,-1,-1,-1,-1,1
1494,36000,1,1,2,38,35071.2,33718.4,21596,20700.8,20138.4,19524.4,1429.2,2040,0,80,8,458.4,0,0,0,2,0,0,1
1495,32000,2,2,2,26,860.8,1532.8,1434.8,1332.8,1360,-120,898,0,106.8,27.2,0,0,-1,-1,2,0,0,0,0
1496,20000,1,2,2,45,17737.6,18145.2,17730.4,17960.4,18337.6,19354,808.4,0,638.4,662,1473.6,0,1,2,2,0,0,0,0
1497,200000,2,1,1,39,200547.6,202301.2,158208.8,124926,106296.8,99546.4,6881.6,5269.2,4057.2,3007.6,3546.4,2861.6,0,0,0,0,0,0,1
1498,8000,1,2,2,29,8308.4,7974,1244,856,0,0,0,400,40,800,0,0,3,2,0,0,0,-2,0
1499,8000,1,3,1,36,6294.4,6704.8,7109.6,7250,7402.8,7625.2,513.6,518.4,258.8,268.8,345.6,602.4,2,0,0,0,0,0,1
1500,8000,1,2,2,59,8041.6,7954.8,7794.4,7800.4,7709.6,7881.2,1200,600,640,360,360,240,0,0,0,0,0,0,1
1501,144000,2,2,2,36,111027.6,98552,94455.6,96422.4,98518.8,98428.8,4200,3400,3500,3680,3920,3480,0,0,0,0,0,0,1
1502,20000,2,3,1,60,9654,9381.6,10702,10410.4,10924,11891.6,0,1600,0,800,1200,0,1,2,2,2,0,0,0
1503,20000,2,2,2,27,9763.2,10067.6,5347.2,5656.8,5964.4,6264,520,600,400,400,400,400,0,0,0,0,0,0,1
1504,64000,2,2,1,42,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,1
1505,88000,2,2,2,49,55094.4,52210.8,50846.4,48534.4,48694.4,47665.6,2040,2616,2000,2000,2000,1840,0,0,0,0,0,0,1
1506,40000,2,3,1,55,39210.4,39907.2,40039.2,30118.4,29509.6,30241.2,1509.2,1567.6,1204,1200,2400,1400,0,0,0,0,0,0,1
1507,8000,1,3,1,55,6741.6,7230,7608,7600,7800,4000,600,560,152,200,200,0,0,0,0,0,0,0,1
1508,52000,2,2,2,29,-76.4,76.4,1159.2,1891.2,2059.6,2224.4,152.8,1159.2,760,200,200,400,1,-1,-1,0,0,0,1
1509,132000,2,2,1,30,156,0,312,60,128,312,0,312,60,128,400,0,-1,-1,-1,-1,-1,-1,1
1510,88000,2,1,2,31,1878,1795.2,1713.2,2322.8,2227.2,2330.8,0,0,634.8,0,200,234.4,3,3,2,2,2,0,0
1511,12000,1,2,2,36,7121.2,7650.4,7800,0,0,0,650.4,400,0,0,0,0,0,0,0,0,-2,-2,1
1512,80000,1,3,2,28,29105.2,21535.6,13691.2,10567.2,8878.4,6389.2,2016.4,5612.4,6008.4,6002.8,5601.6,5604.8,2,0,0,0,0,0,0
1513,36000,2,2,1,35,10708.8,28159.2,22506.4,19121.6,17692,19257.6,22555.2,44.8,711.6,714.4,2165.6,967.2,0,0,2,0,0,0,1
1514,40000,2,2,1,36,15676.8,15980.4,15612,17352.4,17508.4,17850.4,680,0,2000,560,680,120,3,2,2,2,2,2,1
1515,128000,2,2,1,46,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,1
1516,112000,2,2,2,32,5272.8,2116,1084.4,1785.6,1627.6,2064.4,2116,1084.4,1790.4,1627.6,2064.4,3210.4,-1,-1,-1,-1,-1,-1,1
1517,24000,2,2,1,31,22500.8,23104,23300,22540.8,23172,6625.2,1200,840,0,1120.4,0,1447.6,2,2,2,2,2,2,0
1518,32000,2,1,2,27,21474,6116.4,8277.6,10174,12204,14440.4,1316.4,2277.6,2174,2204,2440.4,2696.8,0,0,0,0,0,0,1
1519,8000,2,2,3,54,7909.2,7383.6,7759.2,7424.4,7579.6,6970.4,532.4,508,253.2,262,303.6,218.8,0,0,0,0,0,0,0
1520,28000,2,2,2,29,27064.4,27392.8,27723.6,14723.2,15093.6,15341.2,1363.6,1163.2,527.2,608,560,609.6,0,0,0,0,0,0,1
1521,20000,2,1,2,25,565.2,-24,220,156,0,312,0,400,92,0,312,0,-1,-1,-1,0,0,-1,1
1522,92000,1,2,1,53,81857.2,79197.2,33630.4,31106.4,28026.4,25146,2322,1186,1400,1040,1000,760.4,2,0,0,0,0,0,1
1523,128000,2,1,2,30,132.4,432.4,2457.6,5990.8,3789.2,3200.8,434,2458.4,3789.2,0,2,554.4,-1,-1,-1,0,0,0,0
1524,80000,1,1,2,30,2762,3469.6,2579.6,5756.8,5916.8,3206.4,1851.2,2581.6,5756.8,240,65.6,0,-2,-2,-1,-1,0,0,1
1525,32000,2,3,2,27,32321.6,32556,32680,31632,23949.2,24208,1200,1223.2,3605.2,880,880,1000,0,0,0,0,0,0,1
1526,92000,2,1,2,40,0,0,0,463.2,463.2,463.2,0,0,463.2,0,0,0,-2,-2,-2,-1,0,0,1
1527,100000,1,1,1,73,70993.6,71178.4,63939.6,58184.4,56594.8,59082,2497.2,2178.4,1888.4,1754,3122,80,0,0,0,0,0,0,1
1528,28000,2,1,2,31,28494.8,30652.8,29941.2,31515.6,30833.6,32228.8,2630.8,0,2326.4,0,2145.6,0,0,0,2,2,2,2,0
1529,12000,2,2,1,31,10737.6,10565.6,10875.6,11294,11467.6,11742,120,600,720,480,520,480,2,2,2,0,0,0,1
1530,68000,1,4,1,30,68439.2,66470.4,67903.6,4704,0,1960.8,5600,2278,4704,0,1960.8,2400,0,0,0,-1,-1,-1,1
1531,20000,2,2,2,24,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,1
1532,40000,1,2,1,40,3119.2,345.6,1320.8,972,322,1366,345.6,975.2,328.4,0.4,1244,882.4,-1,-1,-1,2,0,0,0
1533,28000,1,1,2,32,14480.4,10204,4560.8,3385.6,2585.6,-400,634.4,400,0,0,0,0,0,0,0,0,0,0,1
1534,52000,1,2,2,31,25012,25024.8,25060,25558.4,26164.4,25873.6,908.8,892,897.2,1000,1200,1600,0,0,0,0,0,0,1
1535,48000,2,2,2,28,1072.8,690,1072.8,1308.8,1382,1304.4,0,400,400,400,0,800,-1,2,0,0,0,2,0
1536,28000,2,2,2,57,21285.6,21828.4,16965.2,17178.4,17537.2,17885.6,892,801.6,614.8,635.6,639.2,661.6,0,0,0,0,0,0,1
1537,20000,1,3,1,37,14085.6,14922,13915.6,3468.4,3820,3496.4,1560,0.8,200,400,0,200,0,0,2,0,0,2,1
1538,200000,2,2,1,41,14620,7500.8,8950.4,15607.2,1693.2,158.8,7518,8959.2,15616.4,1693.2,158.8,11334.8,-1,-1,-1,-1,-1,-1,1
1539,80000,2,1,2,31,24439.6,25664,30637.2,37595.2,20116.8,4204,1664,5837.2,8060,0,2295.6,4820,0,0,0,0,2,0,1
1540,88000,1,2,2,31,12414.8,2497.6,0,0,0,0,1220,0,0,0,0,0,0,0,0,-2,-2,-2,1
1541,12000,2,2,1,60,4489.2,4298.4,5418,5412.4,5206.8,5603.2,0,1197.2,200,0,480,0,1,2,2,2,2,2,0
1542,20000,2,2,1,41,9564.8,9296.8,10180.4,9897.2,10105.2,10305.2,0,1040,0,367.2,368.4,450.8,-1,2,2,2,0,0,1
1543,56000,2,2,1,28,30115.6,36245.2,21838.8,12693.6,10884.4,9513.6,8000,1204.4,0,1200,0,2000,0,0,0,2,2,2,1
1544,96000,1,3,1,47,54146.8,54036.4,53218.8,52905.6,52148.8,53268,2520,1920,1894.8,1866.8,1960,1939.6,0,0,0,0,0,0,1
1545,20000,2,2,1,46,7636.4,8071.6,8476,8735.2,8994,9244,560,540.8,400,400,400,400,0,0,0,0,0,0,1
1546,72000,2,2,2,41,1150,0,850,0,0,0,0,850,0,0,0,0,0,0,-1,-1,-2,-2,1
1547,72000,2,2,2,25,72254.4,62958.4,64370,52924.8,32393.6,17024.8,8000,8000,4052,1200,1600,33600,0,0,0,0,0,0,1
1548,4000,2,5,2,26,2296.8,1830.4,1655.6,1033.2,0,0,600,800,233.2,0,0,0,-1,0,0,0,0,-2,1
1549,60000,1,3,1,36,15523.2,15951.6,16235.6,16620.4,16968,17242,800,669.6,654.4,676,617.6,700.4,0,0,0,0,0,0,1
1550,80000,1,1,2,30,34956,46124.8,57164.8,64749.6,70572.4,72061.2,12000.8,12000.8,8750.4,6573.2,2264.4,2139.6,0,0,0,0,0,0,1
1551,84000,2,2,1,48,1238,1107.2,2214.4,1107.2,430,802.4,1107.2,2214.4,0,430,802.4,537.6,-1,-1,-1,0,-1,-1,0
1552,12000,1,3,2,27,9368.4,9691.2,10132.4,10538.8,11003.2,12047.2,600,600,575.6,640,1280,0,2,0,0,0,0,2,0
1553,92000,2,3,1,55,15489.2,15738.8,15028.4,15569.6,16010.8,16510.8,800.4,800,800,800,800,800,0,0,0,0,0,0,1
1554,104000,1,3,2,29,53102,54819.6,55023.2,56182,57612.8,58646,2566.8,2000,2073.6,2400,2010.4,1602,0,0,0,0,0,0,1
1555,44000,1,1,2,31,42679.2,41818.4,40108.8,37046,37062.8,37345.6,2400,1920,1720,1440,1400,1440,0,0,0,0,0,0,1
1556,20000,2,5,1,43,18459.2,19084.4,19058,19020.8,19404.8,19848.8,1600,2000,1200,800,800,800,0,0,0,0,0,0,0
1557,40000,1,1,2,40,9918.4,10834,10540.8,13548.4,13276.8,14254.8,1200,0,3200,0,1200,0,1,2,2,2,2,2,1
1558,96000,2,2,2,42,51167.6,37306.4,38334.8,19783.6,19052.4,15100,1600,1936,1600,600,800,800,0,0,0,0,0,0,1
1559,96000,2,2,2,31,1055.2,610.4,910.4,594.4,710.4,923.2,610.4,910.4,594.4,710.4,923.2,310.4,-1,-1,-1,-1,-1,-1,0
1560,20000,1,2,3,55,13865.6,6896.8,7366.8,7550.8,7594,7273.6,600,600,400,320,800,400,0,0,0,0,0,0,1
1561,20000,2,2,2,25,17116,15792,14544,11649.2,11523.6,11705.2,654,569.2,408,420,601.2,406.4,0,0,0,0,0,0,1
1562,200000,1,1,1,54,-2,17411.2,41726,28710.4,24301.2,0,17413.2,41762.4,28710.4,24301.2,0,3280,1,-1,-1,-1,-1,-1,1
1563,140000,2,2,1,40,112.8,1091.2,642.4,406,9822,74,1100,644.8,406.8,9824,400,366.8,-1,-1,-1,-1,-1,-1,1
1564,40000,2,2,1,51,4172,1325.2,196,2789.6,3207.2,3376.4,1325.2,196,2789.6,3207.2,3376.4,4584.4,-1,-1,-1,-1,-1,-1,1
1565,200000,2,1,2,36,1870.8,2474.8,1910,12475.2,2330.8,1454.8,2474.8,1910,12475.2,0,1647.6,2956,-1,-1,-1,-1,0,-1,1
1566,28000,2,1,2,27,1112.4,7272,1385.2,1702.4,1697.6,4012.8,7272,600,1200,1697.6,4012.8,2931.6,-1,-1,0,0,-1,-1,1
1567,200000,2,2,1,38,4193.2,9582.4,0,3400,1836,0,9584.8,0,3400,1836,0,0,-1,-1,-1,-1,-1,-1,1
1568,20000,1,2,1,53,16078.8,16496,14837.2,13170,10656,8898.8,817.6,800,618.8,955.2,377.6,400,0,0,0,0,0,0,0
1569,60000,2,2,2,29,3126,1965.6,2494.8,1312,4466.8,6366,1973.2,2494.8,1312,4466.8,4000,274.4,-1,-1,-1,-1,-1,0,1
1570,8000,2,1,2,29,6692.8,7146.4,6910.4,7005.6,7384.8,7214.4,680,0,320,544.4,0,320,3,2,2,0,0,2,0
1571,44000,2,2,2,30,42005.6,41829.6,37808.4,35533.2,33034,30396.8,3600,4,1566.8,1092,1108,1120,2,2,2,0,0,0,1
1572,80000,1,2,2,47,80398.4,77879.6,73337.6,61552,62143.6,63510.4,3680,3600,3200,2400,2400,2400,0,0,0,0,0,0,1
1573,20000,2,3,1,51,14530,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,1
1574,60000,1,1,1,35,57904.4,58508.4,51242,52222,53594,54460.4,2402,2002,2002,2402,2002,2002,0,0,0,0,0,0,1
1575,68000,2,2,1,45,20421.6,20850.8,21060.4,21540.4,21238,21726.4,995.6,800,819.2,770.8,841.6,828.4,0,0,0,0,0,0,1
1576,8000,2,2,1,52,4204.4,5965.2,5752.8,6728,6564.4,6914.8,1837.2,0,1200,0,521.6,400,0,0,2,2,2,2,1
1577,80000,2,1,2,29,25029.6,25525.6,26106,26493.6,24942.4,22032,911.2,989.2,864.4,830,789.2,800,0,0,0,0,0,0,1
1578,20000,2,1,2,72,19818.4,19392,19448.4,7117.2,7289.6,7444.8,0,880,280,280,269.6,243.2,2,2,0,0,0,0,1
1579,60000,2,1,2,34,50398,50986.8,52032,52495.2,56644.8,56347.2,2000,1889.2,1329.2,4434.4,0,1600,0,0,0,0,0,2,1
1580,124000,1,1,2,47,125307.2,111528.4,113538.8,116054,117340,120249.2,4004,4600,4406,4400,4800,9214,0,0,0,0,0,0,1
1581,52000,2,2,1,54,44973.6,39382,41340.4,40289.6,39070,40832,0,5080,0,1600,4584.4,0,1,2,2,2,0,0,1
1582,240000,1,1,1,55,186860,183544.8,187881.2,178852,176392.8,173886,0,7200,6400,6400,8400,8000,2,2,0,0,0,0,0
1583,84000,1,1,2,30,6259.2,803.2,-1716.4,-1716.4,-1716.4,-1716.4,1000,0,0,0,0,0,-2,-2,-2,-2,-2,-2,1
1584,68000,2,3,1,63,0,0,0,0,80,0,0,0,0,80,0,0,1,-2,-2,-2,-1,-1,1
1585,16000,2,2,2,55,5674.4,6105.6,5883.2,5881.6,6798.8,6627.2,640,0,200,1000,0,83.6,3,2,2,0,0,2,1
1586,156000,2,1,2,28,0,112,0,0,0,19370,112,0,0,0,19370,800,-2,-2,-2,-2,-2,-2,1
1587,4000,1,2,2,28,3042.4,2812,3381.6,3781.6,2313.6,0,800,800,400,0,0,0,0,0,0,0,0,0,0
1588,20000,1,2,2,25,19710.4,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,1
1589,184000,2,1,1,56,3049.2,3793.2,7404.4,32350.8,18147.6,22715.6,3798,7405.2,32350.8,18147.6,22715.6,7016,-1,-1,-1,-1,-1,-1,1
1590,84000,1,1,1,39,1237.6,226,475.2,1066.8,218.4,231.2,226,475.2,1066.8,218.4,231.2,1107.6,-1,-1,-1,-1,-1,-1,1
1591,32000,1,1,2,25,177.6,177.6,177.6,355.2,355.2,177.6,177.6,177.6,355.2,177.6,0,415.2,-1,-1,-1,-1,0,0,1
1592,144000,2,1,2,52,4612,4701.2,0,1142,692,0,4705.2,0,1142,692,0,4460,-1,-1,-1,-1,-1,-1,1
1593,92000,1,3,1,48,525.2,565.6,503.2,1026,-2,440,568.4,505.6,1030.8,0,442,0,-2,-2,-2,-2,-2,-2,1
1594,32000,2,2,1,45,159.2,151.6,119.2,-120,-120,-120,152.4,242.8,0,0,0,239.2,-2,-2,-2,-2,-2,-2,0
1595,8000,2,1,2,26,5709.2,5330.8,4715.6,4480,5297.6,5415.6,473.2,800,480,897.6,202.4,224.4,0,0,0,0,0,0,1
1596,28000,1,1,1,44,28502,28535.2,28506.8,27925.2,28529.6,28507.2,1120,1120,1160,1120,1120,1196,0,0,0,0,0,0,0
1597,104000,1,1,2,38,0,0,0,0,3546.8,305.2,0,0,0,3546.8,305.2,299.2,-2,-2,-2,-2,-2,-2,1
1598,80000,2,1,1,42,2341.2,2619.6,3755.6,7390,406.4,1973.6,2626.8,3768.4,5627.2,1.2,1979.2,3108,-1,-1,-1,0,0,-1,1
1599,16000,1,1,2,33,3347.2,753.6,80,1040.4,703.6,-50,400,80,1040.4,40,0,964.8,0,0,-1,-1,0,0,1
1600,168000,1,2,2,28,156075.2,158352.4,153048,133284,129794.8,131046,5600,6,5270,4680,4760,4856,1,2,2,0,0,0,0
1601,200000,1,1,2,45,15030,42260.8,20428.8,30837.6,31067.6,16823.6,42897.2,20836,31348.8,31579.6,17194,25117.2,-1,-1,-1,-1,-1,-1,1
1602,12000,2,3,2,52,266,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,0
1603,108000,1,2,1,54,7503.2,1974.8,800,3631.2,2023.2,2470.8,1974.8,800,3631.2,0,2470.8,1840,0,-1,-1,-1,2,-1,1
1604,8000,1,3,2,60,4826.4,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,1
1605,104000,2,2,2,32,7869.6,7124,7901.2,8620,8412.8,7991.6,800,1200,1200,1200,1200,1200,0,0,0,0,0,0,1
1606,28000,2,2,2,25,25952.8,25529.6,25340.8,11234,11394.8,10802.4,1112.8,1080,692.8,453.6,451.2,401.2,0,0,0,0,0,0,0
1607,40000,2,2,1,42,1814,1418.4,-842.4,3415.2,156,60,0,0,4257.6,0,60,312,1,2,2,-1,0,-1,0
